bid_id,user_id,ad_id,bid_price,bid_date
180,61,162,192588035,2023-01-05 11:11:35
181,66,78,86189327,2022-09-26 19:44:06
182,23,157,95709640,2022-11-30 22:56:52
183,58,178,162781681,2022-11-27 12:31:06
184,20,34,89223667,2022-10-05 12:41:00
185,7,137,108560185,2022-12-23 07:49:14
186,96,158,151636294,2023-03-30 21:23:16
187,49,22,104609863,2022-06-17 22:08:57
188,27,28,164276423,2022-04-11 18:00:08
189,60,16,116690926,2022-08-18 21:26:55
190,92,69,203691745,2023-02-18 07:02:55
191,59,102,394926577,2022-06-10 06:42:38
192,60,108,93967095,2022-07-18 17:30:16
193,40,66,164388002,2023-02-11 16:19:56
194,33,25,162576016,2022-05-17 17:17:24
195,61,45,134607824,2022-07-20 14:02:34
196,92,83,75311214,2022-11-29 11:13:52
197,24,132,212830965,2022-08-03 09:45:28
198,71,24,178515421,2023-01-17 05:20:00
199,26,91,93056397,2022-11-05 23:00:03
200,31,84,150409249,2022-07-25 13:36:30
201,1,11,320142317,2022-07-16 19:43:37
202,22,10,108911027,2022-03-25 13:32:48
203,44,118,207126899,2022-11-22 06:08:57
204,39,26,193320176,2022-05-04 17:38:09
205,41,118,201416241,2022-12-20 11:26:16
206,83,141,92616926,2022-06-19 13:09:38
207,43,155,262984518,2023-01-17 20:51:50
208,32,180,82706957,2022-07-08 23:57:21
209,28,157,96151425,2022-11-15 11:16:59
210,94,137,133159810,2023-01-13 23:55:13
211,33,176,114800024,2022-10-26 14:21:34
212,95,126,186420392,2022-12-14 17:52:16
213,53,145,87662224,2022-12-25 03:05:13
214,41,68,140252857,2022-06-17 09:43:01
215,83,177,93781968,2022-09-07 07:18:44
216,28,10,103441390,2022-06-04 12:02:45
217,19,3,91443899,2022-10-10 08:33:17
218,28,165,254885669,2022-11-21 21:20:42
219,90,6,180956264,2022-06-12 14:32:38
220,43,16,113137915,2022-10-09 06:05:03
221,44,95,385453158,2023-01-05 21:05:09
222,35,164,136221728,2022-10-25 03:29:20
223,2,98,85776220,2022-10-05 13:06:33
224,28,38,108091685,2022-10-05 10:20:36
225,63,118,212562474,2023-01-12 01:47:52
226,85,124,111488038,2022-10-09 12:50:28
227,52,17,151381191,2022-07-30 22:50:12
228,21,14,178098954,2023-02-17 07:33:25
229,35,98,102094928,2023-01-27 08:06:49
230,23,158,153663166,2022-12-26 10:44:45
231,93,153,122293824,2022-05-15 12:44:53
232,1,162,177116333,2022-10-28 09:05:10
233,44,186,383093344,2022-12-02 13:02:44
234,78,132,209900049,2022-08-08 10:57:08
235,61,103,72073778,2022-06-22 05:34:54
236,89,191,407018147,2023-01-02 00:26:26
237,87,40,93480226,2022-06-02 10:24:34
238,93,76,147339875,2022-09-04 15:32:23
239,34,180,57594826,2022-06-16 00:27:17
240,98,114,332983405,2022-06-15 13:42:20
241,93,126,161036389,2022-12-05 07:07:25
242,23,142,89377646,2023-04-09 09:10:45
243,90,103,84880423,2022-06-11 00:03:00
244,38,26,186481598,2022-06-25 18:42:51
245,44,34,82858647,2023-01-14 05:41:40
246,92,69,218295275,2023-02-24 19:09:17
247,20,164,133627137,2023-01-08 18:17:55
248,18,3,100549547,2022-07-14 16:31:22
249,97,124,132752802,2022-11-15 05:36:26
250,48,186,374630021,2022-12-07 06:37:11
251,71,80,385996655,2023-02-22 02:16:09
252,30,46,210314065,2022-11-03 18:38:37
253,96,102,393040842,2022-07-31 22:23:26
254,53,158,158079304,2023-03-28 03:36:17
255,97,24,159568971,2022-12-02 10:49:20
256,83,67,130637502,2022-10-21 02:43:41
257,3,15,88648294,2022-08-15 02:20:23
258,28,176,112475766,2022-09-11 06:20:43
259,75,53,101125861,2022-12-27 20:10:22
260,64,58,188302963,2022-03-16 06:23:54
261,48,48,200214808,2022-08-02 14:33:30
262,34,78,101224916,2022-09-14 02:28:14
263,77,96,83610370,2022-03-11 19:55:25
264,73,170,226759905,2022-12-19 11:00:16
265,17,53,96042437,2022-12-21 20:01:34
266,20,164,115892667,2022-09-14 05:17:50
267,95,89,126624011,2022-09-08 08:34:21
268,19,96,68540022,2022-02-28 04:46:51
269,11,58,167695577,2022-01-25 17:28:39
270,98,153,115111694,2022-05-11 16:08:12
271,27,64,86294023,2022-10-28 03:07:33
272,71,22,90551374,2022-05-27 14:07:01
273,49,76,142442502,2022-11-10 00:34:13
274,39,96,75186801,2022-02-08 03:13:01
275,77,153,101409026,2022-06-23 19:50:53
276,86,58,180543482,2022-04-13 01:50:46
277,56,63,117107750,2022-05-22 04:06:28
278,9,14,173372993,2023-02-03 00:12:18
279,73,69,204408544,2023-01-12 21:47:29
280,60,136,102449576,2022-03-09 16:09:59
281,46,11,335524039,2022-09-08 05:43:54
282,64,82,68002658,2022-07-28 02:26:53
283,48,177,95983048,2022-08-31 21:31:46
284,6,36,143281363,2023-01-22 08:28:22
285,29,91,102429647,2022-09-02 09:42:14
286,58,141,96745350,2022-04-15 20:29:31
287,83,105,77392790,2022-04-06 07:35:58
288,50,24,161583467,2023-01-12 00:49:07
289,49,183,73121895,2022-05-18 18:32:12
290,13,187,232449248,2022-04-05 11:03:27
291,16,91,93137577,2022-10-05 20:07:42
292,51,55,396754975,2022-07-02 13:30:52
293,11,114,327743330,2022-04-20 20:09:21
294,7,93,149700421,2022-08-05 20:52:09
295,80,116,87788676,2023-02-15 21:47:37
296,93,183,90803065,2022-05-26 12:46:02
297,63,1,154520608,2022-03-23 23:46:10
298,60,46,202237505,2023-01-16 03:56:39
299,60,178,144633449,2022-11-14 17:33:42
300,10,22,107569443,2022-08-05 07:38:35
301,1,164,120561262,2022-11-21 21:14:36
302,59,37,206619278,2022-02-03 19:00:19
303,84,78,107408901,2022-10-14 15:18:02
304,46,114,338576681,2022-04-18 09:14:31
305,62,98,90721324,2022-12-23 14:02:55
306,21,181,104222209,2022-12-19 11:46:34
307,44,40,96281288,2022-05-08 08:21:48
308,34,155,266670448,2022-12-30 17:02:22
309,56,70,197151858,2022-09-07 09:46:25
310,9,132,213868896,2022-05-13 08:56:51
311,76,136,115804512,2022-05-13 08:43:42
312,75,126,183367719,2023-01-12 20:55:40
313,26,133,163475625,2022-12-07 01:54:30
314,92,131,199322977,2022-08-19 17:00:09
315,57,165,240759410,2022-12-20 19:19:56
316,56,191,398371855,2023-02-10 19:05:37
317,34,63,114994931,2022-07-09 12:01:39
318,75,11,337994802,2022-08-18 15:50:17
319,68,158,157423178,2022-12-21 13:24:06
320,40,16,99070901,2022-09-20 00:45:02
321,31,187,239319106,2022-05-13 12:54:23
322,81,14,162176020,2023-01-14 10:42:07
323,58,131,191327190,2022-08-25 15:17:32
324,22,37,208044558,2022-01-17 11:03:17
325,92,68,141740484,2022-05-27 05:55:39
326,54,25,156172209,2022-04-01 04:11:01
327,16,46,207607255,2022-11-03 07:02:51
328,27,102,411302283,2022-07-17 09:12:54
329,96,116,95192110,2022-11-22 15:17:39
330,19,158,163375698,2022-12-08 03:23:14
331,46,15,86556792,2022-08-22 05:17:44
332,38,103,99442571,2022-05-31 04:51:56
333,40,78,92058166,2022-09-17 01:42:47
334,21,177,96316356,2022-11-11 09:27:25
335,51,84,151718194,2022-07-13 11:18:14
336,90,133,149230911,2022-10-26 21:14:55
337,24,24,168679441,2022-12-02 11:10:41
338,72,158,171307770,2023-02-23 19:12:32
339,98,105,74107283,2022-04-30 06:22:14
340,100,22,100899064,2022-05-10 14:07:48
341,36,177,90310388,2022-09-21 06:14:16
342,81,46,193219759,2022-10-17 10:01:43
343,30,150,148666093,2022-10-19 20:48:39
344,51,41,242363800,2022-05-25 03:42:05
345,85,24,158784448,2022-12-28 16:15:35
346,98,164,136940688,2022-11-01 00:08:04
347,95,155,251707130,2022-12-26 09:52:05
348,85,118,194742628,2022-11-15 18:05:11
349,8,181,119450186,2022-10-15 14:04:17
350,33,45,150090647,2022-06-28 11:53:37
351,98,116,94358087,2022-12-29 22:52:43
352,96,10,102981379,2022-04-01 05:39:48
353,66,131,200353921,2022-07-05 09:12:09
354,16,183,94239687,2022-04-14 23:34:49
355,8,76,141214819,2022-11-07 14:59:53
356,4,133,149179707,2022-12-02 09:13:27
357,100,176,113548451,2022-11-01 01:48:38
358,88,80,372439035,2023-01-06 16:53:41
359,58,164,122298797,2022-12-01 12:44:13
360,84,158,166623927,2023-01-01 13:27:16
361,43,11,320436850,2022-07-24 14:25:46
362,59,102,405911482,2022-08-09 16:44:13
363,62,158,149876610,2023-02-06 00:40:52
364,24,157,96835471,2022-12-20 20:45:16
365,32,24,160984225,2022-12-21 09:29:27
366,26,150,163472288,2022-12-21 06:37:30
367,79,131,215734644,2022-07-22 07:29:37
368,9,12,128839561,2023-02-28 22:51:25
369,24,180,80822495,2022-07-08 05:55:43
370,62,80,374578537,2023-02-12 12:03:14
371,68,98,105961092,2022-10-17 07:49:46
372,9,93,172674377,2022-05-08 15:56:53
373,46,25,169614309,2022-03-21 10:19:13
374,44,69,205248943,2022-11-06 14:50:05
375,36,187,226108225,2022-04-07 19:54:48
376,90,26,215288129,2022-05-25 09:04:07
377,74,175,339156029,2022-05-22 04:45:25
378,52,69,199449841,2023-01-05 19:27:54
379,63,136,112470322,2022-03-03 23:20:33
380,8,87,74293177,2022-06-07 10:31:51
381,34,14,166095970,2023-01-15 06:22:26
382,77,62,140988073,2022-10-07 11:42:13
383,98,41,228031718,2022-05-15 09:22:03
384,2,91,96427721,2022-09-29 08:26:21
385,21,12,107736873,2022-11-27 22:11:37
386,19,96,73138036,2022-04-13 19:46:55
387,27,139,196562157,2022-12-28 00:43:13
388,27,98,113109116,2022-12-07 23:07:34
389,17,53,113844953,2022-10-20 18:10:10
390,46,24,164923696,2022-11-03 18:57:47
391,4,114,336049182,2022-05-18 12:05:53
392,83,142,93098760,2023-03-15 18:06:40
393,31,157,88721146,2022-12-28 12:45:02
394,77,53,115757538,2022-10-08 18:30:30
395,9,14,186458048,2023-01-04 08:32:49
396,47,10,96870512,2022-04-19 05:50:24
397,79,102,403580172,2022-05-13 02:13:43
398,2,53,95219667,2022-12-22 22:09:53
399,91,6,176649806,2022-04-28 13:57:27
400,70,133,150250593,2022-12-01 09:18:49
