bid_id,user_id,ad_id,bid_price,bid_date
55,20,10,105749754,2022-08-15 15:28:34
56,98,152,175299166,2022-06-17 15:20:04
57,84,98,86324596,2022-07-28 04:34:20
58,83,200,325305100,2023-03-16 03:22:35
59,19,87,77170478,2022-07-12 01:02:10
60,17,39,76602252,2022-06-23 21:46:14
61,20,173,144711477,2022-11-09 16:39:13
62,10,188,99412406,2023-02-19 21:13:28
63,88,167,108787980,2022-06-07 17:27:18
64,100,131,66893170,2022-11-27 03:21:08
65,12,178,199554514,2023-03-30 15:34:56
66,37,66,137646774,2022-12-02 14:31:30
67,58,9,99662767,2023-03-01 20:05:42
68,44,100,101205923,2023-03-11 05:36:22
69,13,73,153760776,2022-07-19 23:41:02
70,98,195,160934091,2022-04-15 02:22:50
71,18,18,144252740,2022-10-02 18:06:09
72,17,147,227347663,2022-07-29 12:21:17
73,16,148,321982956,2023-02-01 20:05:38
74,59,18,146770572,2022-09-16 11:37:07
75,16,185,250245905,2023-02-21 11:10:48
76,90,78,58498450,2022-10-04 03:26:48
77,21,148,342717013,2023-01-17 18:24:54
78,88,124,83459054,2022-08-22 21:48:18
79,20,180,175007164,2022-05-14 23:33:32
80,37,66,154554263,2022-10-04 10:40:32
81,20,151,170505476,2022-11-06 09:17:08
82,1,131,62073929,2023-01-06 04:38:26
83,13,68,107767642,2023-01-19 23:13:01
84,26,198,157073704,2022-12-01 05:52:37
85,98,159,217936816,2022-03-14 15:26:31
86,14,30,114873631,2022-12-10 19:25:53
87,77,128,73803737,2022-07-07 11:30:51
88,1,189,90399470,2022-11-23 10:24:23
89,18,105,386294910,2022-02-23 02:22:53
90,59,123,112869574,2022-03-05 20:14:17
91,98,106,193380725,2022-06-01 21:26:48
92,59,77,111856024,2022-12-27 00:23:39
93,14,8,157455156,2022-06-27 08:30:24
94,32,170,155947873,2023-02-01 19:57:00
95,100,185,251611562,2023-01-31 12:54:12
96,35,74,104836051,2022-08-11 12:57:13
97,98,142,213545580,2022-10-14 09:36:31
98,100,195,160444297,2022-04-06 20:44:37
99,86,30,91284787,2023-01-02 06:23:35
100,20,125,68257044,2022-11-24 12:25:13
101,12,138,371506250,2022-05-12 05:46:18
102,19,98,87993934,2022-07-02 20:15:13
103,19,27,228544169,2022-06-12 03:49:43
104,43,86,75747335,2022-03-19 08:21:15
105,50,168,104728145,2023-01-17 18:52:54
106,56,110,79659054,2022-02-02 03:25:45
107,96,79,153463515,2022-11-07 02:35:02
108,28,128,73065617,2022-08-23 00:15:49
109,25,9,106908060,2023-01-20 17:39:00
110,37,74,111655977,2022-08-09 06:21:43
111,64,7,115505392,2022-10-22 04:11:09
112,4,199,95212886,2023-01-29 00:42:06
113,64,103,157240099,2022-07-18 03:43:50
114,90,194,100044254,2022-02-21 11:48:12
115,60,10,107201575,2022-08-12 06:19:06
116,21,16,214930265,2023-02-12 20:32:00
117,47,131,62375969,2022-12-17 05:19:08
118,83,200,343895807,2023-01-29 12:41:18
119,16,14,167946308,2022-10-19 16:41:31
120,84,84,187682868,2022-12-24 04:19:36
121,60,170,151374327,2023-02-05 15:40:19
122,43,103,147135251,2022-08-17 07:14:05
123,18,183,102862705,2022-06-17 14:14:24
124,57,43,145404497,2022-08-26 03:51:19
125,53,89,129741939,2022-09-27 21:22:33
126,77,88,389776442,2022-06-28 11:00:44
127,90,18,151873062,2022-10-12 00:24:01
128,59,13,108228555,2022-09-09 11:00:22
129,84,65,82485419,2022-08-21 01:18:20
130,42,131,71549756,2022-12-29 14:13:38
131,35,86,85780495,2022-03-06 02:33:42
132,10,33,179753623,2022-11-19 19:43:37
133,92,172,153422028,2023-02-23 09:35:09
134,37,12,322367244,2022-05-08 10:14:35
135,20,148,325562604,2023-02-11 12:19:20
136,83,180,182806003,2022-03-20 06:40:43
137,96,22,148341035,2022-06-22 20:43:52
138,21,20,108457848,2022-07-20 08:15:44
139,20,131,61185241,2022-11-04 15:17:46
140,37,22,164403162,2022-10-01 05:31:32
141,74,145,213046719,2023-02-21 11:00:40
142,83,73,148215965,2022-08-16 03:07:31
143,53,26,104619940,2022-06-27 01:21:09
144,13,34,375381685,2023-01-10 22:30:14
145,43,87,93771831,2022-09-20 22:47:10
146,17,89,134201107,2022-07-20 14:54:52
147,60,126,143485976,2022-12-30 03:26:39
148,50,37,95457599,2022-06-06 09:23:58
149,90,100,97643016,2023-04-25 02:07:40
150,90,34,391316576,2023-01-16 02:50:43
151,56,30,111140522,2023-02-23 05:04:59
152,71,153,121771969,2023-04-05 17:39:14
153,58,174,255944627,2022-05-22 02:25:18
154,100,90,228921127,2022-06-17 02:50:24
155,13,10,98295859,2022-11-02 17:18:18
156,50,74,105060924,2022-09-24 20:10:09
157,77,59,120027729,2022-10-03 16:49:05
158,59,144,209627491,2022-07-12 10:43:14
159,61,159,198463836,2022-05-18 08:52:12
160,9,126,149233446,2022-12-20 20:40:25
161,86,55,164421477,2022-10-21 19:10:14
162,19,34,378855344,2023-03-07 23:53:47
163,87,159,199254254,2022-02-01 19:38:04
164,84,107,213012298,2023-01-24 23:50:27
165,10,50,208762042,2022-10-23 20:38:59
166,57,7,135596970,2022-09-16 08:01:55
167,14,172,140916335,2022-11-27 03:59:57
168,79,65,54137092,2022-07-20 16:55:42
169,59,39,73303948,2022-03-04 22:31:51
170,57,68,112693423,2022-11-07 05:58:21
171,16,177,201678810,2023-03-15 04:44:06
172,64,77,116136901,2023-01-01 21:46:57
173,44,12,340983933,2022-07-07 02:02:17
174,44,174,260435627,2022-04-14 09:27:23
175,7,148,321888456,2023-02-17 08:56:47
176,74,142,215268859,2022-06-27 10:01:43
177,32,41,256241658,2022-03-02 14:16:05
178,96,7,113263017,2022-12-17 14:36:02
179,60,189,96074451,2022-08-20 04:30:42
180,44,18,149125868,2022-09-14 09:59:40
181,71,26,83144059,2022-07-04 12:33:46
182,42,152,174098161,2022-07-31 19:17:38
183,87,16,198180576,2023-02-13 17:04:32
184,37,145,228240234,2023-04-08 22:24:33
185,88,103,172015860,2022-07-18 12:52:50
186,35,11,98564119,2022-03-12 22:16:28
187,83,44,228316140,2022-05-27 20:21:37
188,60,20,100687533,2022-06-10 19:49:42
189,17,97,116950619,2022-10-26 04:58:57
190,21,185,257628544,2023-01-20 03:33:26
191,59,148,322142705,2022-10-25 09:23:17
192,86,10,97568691,2022-11-05 13:34:27
193,19,191,141116881,2022-10-17 23:27:49
194,9,125,92262821,2022-10-24 21:41:28
195,32,168,100339292,2023-01-06 19:07:24
196,60,34,388894245,2023-03-07 08:31:33
197,43,12,344001723,2022-06-10 03:57:36
198,94,13,86306253,2022-10-13 17:05:04
199,83,172,141593174,2023-01-21 20:19:15
200,61,41,263995994,2022-01-29 23:52:18
201,21,1,183193640,2022-07-09 23:59:59
202,13,159,202953912,2022-04-18 18:24:08
203,14,59,135255500,2022-10-10 23:14:19
204,64,55,157686818,2022-09-23 22:13:47
205,10,106,192616098,2022-06-07 13:07:21
206,12,37,89548555,2022-04-01 15:34:30
207,26,50,213720335,2022-10-31 23:42:29
208,7,183,100076746,2022-06-26 05:53:59
209,61,13,99101739,2022-09-15 15:34:05
210,87,189,93313706,2022-09-04 15:28:27
211,58,167,91404410,2022-06-02 17:27:58
212,47,185,257249058,2023-04-25 20:00:06
213,83,44,209542289,2022-06-19 10:59:27
214,100,50,194645383,2022-10-29 19:44:54
215,60,34,380928404,2022-12-19 08:21:16
216,83,107,201863541,2023-02-06 22:14:53
217,57,116,73003698,2023-02-02 13:25:04
218,58,121,163252521,2022-12-11 21:03:01
219,71,152,189032323,2022-09-14 11:11:08
220,74,88,408265384,2022-07-06 13:19:54
221,47,55,158940791,2022-10-30 11:31:59
222,47,60,161904887,2022-05-23 01:02:44
223,53,43,144919891,2022-10-12 07:49:21
224,21,89,136600393,2022-08-27 01:56:56
225,21,68,96126153,2022-11-21 10:18:32
226,9,166,159885177,2022-05-02 04:48:22
227,1,172,138338009,2023-02-20 17:30:25
228,84,71,147755003,2022-06-08 08:46:06
229,9,180,169506621,2022-03-11 05:46:31
230,88,177,215541237,2023-02-08 16:35:48
231,20,39,86171111,2022-04-29 16:17:13
232,32,126,163575328,2022-11-13 12:41:47
233,17,153,122944208,2023-02-04 00:49:32
234,47,183,121462603,2022-04-30 12:24:51
235,14,106,207059238,2022-05-24 19:34:50
236,1,168,105926082,2023-01-07 03:17:50
237,19,87,97297785,2022-08-23 21:13:03
238,88,125,74336296,2022-08-18 06:22:38
239,42,123,108982463,2022-03-12 20:50:33
240,28,168,101028260,2023-02-26 17:15:31
241,20,122,99328194,2022-11-16 02:45:20
242,61,66,138965998,2022-09-21 17:42:47
243,92,22,149054451,2022-07-29 00:01:08
244,47,166,161460611,2022-05-31 00:03:48
245,100,65,78337086,2022-07-02 13:33:34
246,77,89,147535604,2022-08-11 03:15:54
247,7,66,147011783,2022-10-20 22:01:43
248,47,71,150738590,2022-06-21 07:41:45
249,1,12,331768600,2022-04-19 23:35:55
250,71,166,165630985,2022-04-08 19:10:41
251,96,37,105369830,2022-04-17 03:20:11
252,17,159,216671415,2022-03-21 03:13:56
253,21,124,99884122,2022-11-24 20:57:17
254,25,103,156933373,2022-08-11 07:17:25
255,7,63,148778693,2023-01-08 21:56:18
256,37,162,376702339,2022-08-19 02:12:43
257,15,6,159695528,2022-12-30 00:32:06
258,64,195,156204199,2022-05-21 01:50:22
259,47,141,233560627,2022-07-12 01:27:37
260,43,196,342573194,2023-02-13 13:29:59
261,87,103,170438855,2022-09-13 17:56:47
262,21,14,151349308,2022-11-04 22:57:17
263,71,178,218768877,2023-01-13 04:39:44
264,96,77,107854111,2023-01-09 18:58:03
265,14,145,232853030,2023-02-01 12:44:34
266,59,59,133036471,2023-01-04 00:54:31
267,20,138,373207632,2022-05-24 05:04:40
268,35,148,335111164,2022-12-26 01:05:49
269,84,3,119222018,2022-07-21 21:48:20
270,60,87,85425744,2022-09-20 04:35:49
271,32,123,111653199,2022-03-19 05:59:48
272,94,41,253423315,2022-03-01 10:42:43
273,64,55,161447896,2022-11-15 20:21:39
274,60,198,160118194,2022-08-12 20:27:08
275,60,66,145801468,2022-10-31 05:34:11
276,79,7,109618181,2022-10-12 01:41:51
277,4,60,170406337,2022-06-23 15:34:20
278,87,199,89396780,2023-02-06 07:13:34
279,25,110,79908854,2022-05-10 06:43:25
280,44,18,150615221,2022-08-14 12:33:00
281,18,178,212938294,2023-03-29 10:18:37
282,88,50,214711707,2022-11-11 04:03:04
283,44,50,194013561,2022-12-21 16:52:49
284,100,194,95523141,2022-02-11 05:24:36
285,60,68,106951755,2022-12-05 19:03:31
286,57,126,138584427,2022-10-06 15:15:08
287,16,12,327765515,2022-06-27 20:04:27
288,7,189,97986585,2022-09-18 20:28:15
289,77,76,190588616,2022-10-03 00:53:11
290,1,22,160499451,2022-07-01 11:11:45
291,96,100,104421228,2023-01-02 20:05:22
292,35,128,71360156,2022-07-07 13:17:28
293,58,148,331515102,2022-11-11 06:58:53
294,44,123,127962113,2022-04-06 13:04:53
295,42,38,146319536,2022-03-04 16:33:28
296,64,43,162831084,2022-10-03 03:31:26
297,53,13,83893107,2022-10-16 20:47:58
298,59,125,78951859,2022-12-05 11:29:34
299,83,15,89680233,2022-10-30 09:42:09
300,98,110,79848815,2022-03-18 23:58:29
301,86,126,143009717,2022-12-21 22:47:58
302,26,145,213556483,2023-02-07 01:54:12
303,17,51,83397257,2023-01-30 03:10:33
304,71,13,96049022,2022-10-30 19:55:32
305,92,77,114356842,2023-01-26 10:41:07
306,50,172,143077440,2023-02-10 16:14:41
307,71,76,210264536,2022-07-08 16:35:26
308,26,168,108557756,2023-02-11 22:07:27
309,35,44,217078578,2022-05-23 16:20:06
310,10,74,107912679,2022-08-09 13:41:58
311,79,38,155948124,2022-02-04 22:38:34
312,50,37,105836309,2022-03-17 11:38:57
313,74,146,149559690,2022-11-23 14:35:57
314,18,199,82957382,2022-12-08 05:27:20
315,77,43,168502061,2022-10-30 03:11:42
316,87,146,143313696,2023-02-18 21:52:55
317,13,195,166975784,2022-03-03 17:13:20
318,96,73,135804394,2022-06-27 06:14:31
319,74,50,199520797,2022-12-13 21:42:43
320,28,87,99641112,2022-07-16 16:45:24
321,43,183,108656488,2022-05-31 01:23:11
322,58,13,97597956,2022-12-11 12:50:29
323,1,128,73052754,2022-08-11 11:22:21
324,64,8,145378236,2022-09-11 15:24:50
325,79,97,133029212,2022-09-05 05:22:26
326,83,41,266221679,2022-02-16 17:56:44
327,43,181,154763708,2023-01-26 01:28:26
328,28,174,261154202,2022-05-18 23:06:26
329,83,38,157231503,2022-05-14 03:10:42
330,64,26,106849663,2022-07-23 11:16:32
331,47,50,192765191,2022-09-28 12:09:38
332,53,66,157889974,2022-10-29 12:38:29
333,26,181,168441547,2023-01-07 08:48:15
334,42,159,214792287,2022-03-27 10:03:45
335,64,51,91466303,2023-01-19 19:26:50
336,84,89,132006302,2022-08-18 23:17:59
337,44,103,149683047,2022-06-29 01:03:04
338,16,41,255264559,2022-01-18 15:22:08
339,88,86,84958333,2022-04-22 06:45:50
340,43,41,258220502,2022-04-24 22:01:29
341,53,64,191450597,2022-04-27 17:33:33
342,90,174,267661463,2022-04-07 03:44:23
343,87,73,154073041,2022-07-02 10:06:01
344,19,3,112027250,2022-06-19 13:29:33
345,77,142,210309546,2022-06-29 00:17:43
346,79,172,151205131,2023-02-09 10:57:41
347,74,103,154641413,2022-09-03 05:55:03
348,77,11,108812116,2022-05-09 07:47:11
349,7,38,161443779,2022-03-25 00:44:26
350,58,20,110420202,2022-06-01 14:05:22
351,44,178,212566757,2023-01-15 08:37:40
352,50,110,81409287,2022-03-29 01:35:35
353,21,159,198515382,2022-02-25 20:59:23
354,32,151,176020381,2022-11-30 14:18:40
355,7,22,153501629,2022-07-29 08:55:02
356,1,66,138321027,2022-09-15 09:20:11
357,28,178,214195229,2023-01-07 06:32:22
358,42,38,159090278,2022-03-29 10:09:58
359,21,148,327001683,2023-02-03 07:09:20
360,1,180,162426850,2022-03-24 16:29:01
361,71,34,371025340,2023-03-18 03:00:38
362,90,195,158890214,2022-03-10 07:16:53
363,77,159,201044097,2022-05-10 23:46:20
364,20,3,118416691,2022-07-03 10:35:34
365,10,27,227640859,2022-06-18 09:05:03
366,53,188,87656048,2023-03-07 08:35:38
367,83,7,118161410,2022-09-19 23:58:58
368,84,1,167873185,2022-05-31 22:32:00
369,83,148,322571664,2023-02-07 10:23:08
370,83,196,327189478,2023-03-30 20:17:00
371,84,144,207826053,2022-10-07 11:31:56
372,98,44,219224664,2022-08-11 19:34:55
373,9,27,239923185,2022-08-06 23:38:19
374,88,128,80403089,2022-10-01 13:13:43
375,61,74,97038684,2022-07-30 14:39:11
376,7,79,130221602,2022-12-02 08:11:32
377,57,9,103262475,2023-01-09 11:18:47
378,94,71,137896032,2022-07-03 00:10:29
379,43,27,220139449,2022-08-23 12:57:57
380,37,49,110830420,2022-05-19 12:41:47
381,59,12,319623972,2022-06-14 23:10:35
382,18,189,88468685,2022-09-19 20:42:08
383,86,68,121421224,2023-02-27 11:05:05
384,92,83,149761757,2022-11-10 13:25:01
385,88,15,71475299,2022-12-01 09:50:02
386,92,64,170620240,2022-05-12 10:32:39
387,28,33,170399658,2022-10-30 06:26:43
388,19,147,235588836,2022-08-19 18:41:33
389,10,8,159034503,2022-06-04 16:54:15
390,44,187,156281977,2022-06-20 22:21:11
391,98,60,152220943,2022-06-11 20:42:35
392,77,50,200401469,2023-01-01 14:41:28
393,19,128,83288553,2022-09-04 05:10:07
394,74,65,55259479,2022-05-11 04:38:46
395,16,128,78098574,2022-09-12 05:11:16
396,28,8,165557817,2022-07-25 02:03:17
397,84,97,111537338,2022-11-25 23:59:07
398,57,98,72952606,2022-06-03 08:40:06
399,92,77,110116647,2023-01-28 14:12:14
400,56,180,169690512,2022-03-10 03:51:50
